serial_id,name,color,amount_color,amount_color_bland,biggest_item,amount_biggest_item,x_code,report_date
572,"Taylor, Phillips and Cunningham Architectures",fuchsia,"1,095.90",586.84,Umbrella,48.07,d9836041,2002/04
573,Scott-Soto E-services,maroon,320.38,213.27,Jewelry,3.27,c60df323,1943/11
574,Williams-York Infrastructures,white,506.28,92.23,Umbrella,13.17,3ada07f2,2004/11
575,"Campbell, Rodriguez and Grant Experiences",black,"1,005.62",972.05,Jewelry,39.32,0e8acacd,1960/04
576,Swanson-Miller Bandwidth,aqua,438.17,78.69,Jewelry,40.88,a8aab67e,1980/11
577,Meyer PLC Niches,lime,904.93,239.62,Toy,5.63,7a2e6a57,1986/10
578,"Hall, Mendez and Morrison Vortals",blue,780.25,382.19,Jewelry,46.34,2d6616cc,1999/03
579,Hanson-Hernandez E-business,black,846.40,639.69,Bead,31.84,847476de,1953/10
580,Shaw-Lambert Paradigms,black,326.57,244.65,Jewelry,23.13,beccff3e,1980/09
581,Cole and Sons Systems,yellow,230.86,205.81,Coffee Mug,4.06,136a28ca,1990/02
582,Meza Ltd Supply-chains,gray,484.14,147.34,Umbrella,8.80,a08b3bbf,1994/11
583,Sims-Young Initiatives,green,472.97,240.72,Toy,25.24,cab7d1cb,1972/03
584,"Smith, Wall and Deleon Relationships",lime,661.69,219.17,Toy,5.34,e087778b,1982/07
585,"Miller, West and Nielsen E-commerce",purple,730.84,364.75,Toy,63.06,aa06c3c5,1941/10
586,Boyd Ltd Interfaces,purple,671.75,264.15,Toy,32.83,9ca0b939,1943/05
587,Klein-Jones Communities,silver,703.96,269.90,Toy,25.69,e3aa1ecc,1941/11
588,"Strong, Lee and Wade Users",lime,624.00,500.04,Fruit,50.03,d60c839d,1986/01
589,Taylor Inc E-business,yellow,832.07,490.88,Toy,34.92,151d77fa,1945/11
590,Harper PLC Roi,white,827.25,466.49,Jewelry,40.36,2ad44baf,1976/07
591,Rodgers Ltd Info-mediaries,aqua,348.14,183.18,Basket,31.38,ff6532c2,1944/02
592,Martinez Ltd Methodologies,navy,130.98,71.78,Coffee Mug,62.01,f0dcd9e8,1979/05
593,Gardner Ltd Convergence,lime,471.12,162.93,Basket,45.65,a53c0338,1939/12
594,"Carter, Leonard and Williams Users",black,521.56,291.45,Toy,53.77,4ec6df1a,1993/12
595,Gardner-Simmons Schemas,maroon,895.89,477.32,Toy,2.15,dcf81a2f,1955/10
596,"Baker, Johns and Reed Relationships",teal,885.34,715.31,Fruit,3.74,78da39d8,1961/03
597,"Castillo, Stevens and Harris Services",green,532.19,428.24,Jewelry,38.47,77b779fa,1948/12
598,Williams-Harris Solutions,aqua,93.18,49.47,Fruit,23.07,f9b1ed88,1955/09
599,Soto-Randolph Supply-chains,green,232.19,135.08,Toy,11.75,15694221,1954/06
600,"Brooks, Hart and Higgins Niches",yellow,312.23,160.22,Basket,35.01,11676cf1,1997/08
601,Mitchell-Salinas Systems,purple,271.90,240.34,Jewelry,14.62,bfb9805e,1995/04
602,"Flores, Sanchez and Strickland Eyeballs",navy,360.86,209.76,Fruit,21.43,4ba90827,1991/02
603,Kennedy Davis Experiences,black,135.27,86.91,Fruit,1.12,7c09930f,1986/02
604,Martinez PLC Networks,navy,225.65,22.50,Toy,20.04,ab62d9a2,1955/06
605,Wilson PLC Interfaces,olive,439.44,226.32,Jewelry,35.56,37e0471f,2001/04
606,Caldwell Inc Supply-chains,green,713.01,202.74,Bead,34.10,5bd26dd0,1955/01
607,"Taylor, Dillon and Vazquez Roi",navy,386.33,84.92,Toy,58.10,aa845d14,1977/06
608,Moreno PLC E-commerce,navy,705.68,168.05,Toy,60.55,062dcc86,1970/01
609,Edwards-Curry Architectures,gray,382.84,274.66,Toy,42.54,fa802ec1,1947/12
610,Schultz-Ramos Platforms,yellow,392.07,235.75,Toy,58.65,bc4fe2fb,1948/12
611,"Frazier, Maxwell and Avian Schemas",blue,456.47,110.06,Jewelry,42.26,bfe7c9d2,2002/11
612,"Reed, Casey and Silva Action-items",purple,326.93,155.17,Umbrella,2.22,620f55cf,1955/06
613,"Fernandez, Scott and Stanton Channels",olive,803.52,79.42,Bead,23.93,236f4a73,1940/09
614,White-Baxter Paradigms,gray,162.63,97.39,Paint,22.68,e7abf655,1993/08
615,Scott PLC Portals,white,800.21,459.15,Toy,26.62,8ea82aac,2003/04
616,Wallace-Valdez E-business,lime,341.85,245.14,Bead,21.54,c59459b8,2005/05
617,"Brown, Mcdonald and Young Functionalities",silver,160.78,67.44,Toy,42.69,95b247db,1987/03
618,"Mora, Austin and Stewart Systems",purple,103.01,63.01,Jewelry,29.79,05e7c524,2000/04
619,Phelps Group Action-items,gray,67.07,48.17,Toy,62.04,a8f58abc,1971/01
620,Reyes Group E-markets,lime,425.58,210.01,Fruit,29.22,e83f987e,1954/09
621,"Edwards, Nelson and Stafford Paradigms",aqua,546.10,135.75,Jewelry,55.34,da15f6dd,1959/02
622,Davis Group Action-items,lime,145.55,82.92,Bead,25.61,13554269,1989/04
623,"Barton, Murphy and Fuller Methodologies",teal,361.41,144.65,Toy,2.58,6234b4d9,2006/08
624,"Robinson, Wilkinson and Stanton Services",navy,132.55,45.28,Coffee Mug,8.32,676e309b,2000/02
625,Li and Sons Paradigms,aqua,118.22,65.74,Umbrella,26.82,5e9ae5bd,1989/06
626,Winters-Jackson Platforms,aqua,163.40,16.38,Bead,50.49,cb2e7999,1963/12
627,Rivera-Freeman E-markets,black,365.35,218.18,Toy,11.73,a65532d3,1967/01
628,Perez-Martin Schemas,aqua,158.03,117.84,Fruit,18.44,54c22608,1955/05
629,Torres-Butler Functionalities,aqua,581.26,253.65,Toy,18.54,29ceffd4,1988/07
630,Mcdaniel-Parker Synergies,olive,439.70,144.54,Toy,46.34,1db048af,1960/12
631,Reid-Pena Metrics,green,378.66,357.14,Toy,51.65,016664f2,1987/10
632,"Solis, Anderson and Sullivan Networks",white,52.89,37.85,Basket,44.78,af48078e,1972/05
633,"Barton, Murphy and Fuller Methodologies",fuchsia,854.13,580.26,Toy,26.04,30884c73,1966/07
634,"Butler, Duncan and Schroeder Channels",gray,75.18,25.09,Jewelry,39.33,5401d2e0,2002/07
635,Bush Inc Functionalities,gray,248.77,174.31,Toy,13.85,640910b3,1958/09
636,"Russell, Page and Jones Systems",navy,422.70,254.29,Fruit,6.26,ed7e7cd5,1982/07
637,Sanchez-Contreras Synergies,lime,134.74,87.20,Toy,16.88,3ce4a2f6,2006/03
638,Carter-Brown E-markets,navy,380.05,222.71,Toy,55.37,cc04806b,1985/04
639,"Walker, Vasquez and Lee Synergies",teal,589.51,311.80,Fruit,28.77,459d52e6,1995/05
640,"Oliver, Oconnell and Patel Web-readiness",maroon,620.64,444.10,Jewelry,4.80,90c5f153,1942/08
641,"Cantu, Choi and Bishop Mindshare",green,330.77,76.98,Toy,58.25,a9b8fcb0,1959/02
642,Smith Group E-commerce,white,566.98,158.65,Umbrella,20.34,0910228e,1979/07
643,Elliott Ltd Roi,lime,69.40,21.88,Bead,62.38,ab43a813,1987/05
644,"Alexander, Shepherd and Hall Services",yellow,482.83,403.22,Fruit,54.31,14550a11,1958/10
645,"Dalton, Rice and Moreno Communities",white,765.86,542.21,Toy,27.39,f0dd49ec,1947/03
646,"Williamson, Baxter and Garcia Interfaces",aqua,830.05,293.38,Toy,46.54,32977731,1974/08
647,"Shields, King and Hunter E-business",yellow,222.81,12.78,Fruit,59.33,12cb4c1d,1991/02
648,"Long, Pollard and Nixon Schemas",maroon,637.53,90.27,Jewelry,18.62,ca7107e0,1962/07
649,Tucker-Jones Communities,gray,84.57,50.42,Paint,61.05,687d7a14,1971/02
650,"Salinas, Cherry and Miller Interfaces",black,567.40,48.13,Bead,24.63,425f03b6,1976/11
651,Wood-Smith Partnerships,blue,292.84,140.25,Fruit,56.21,00574b21,1987/05
652,Perkins-Sullivan Applications,olive,273.09,176.48,Toy,47.82,3bd1ee90,1955/07
653,Perez-Garrett Content,olive,110.07,51.65,Toy,44.28,c7d12acf,1969/11
654,"Coleman, Galloway and Walker Metrics",gray,697.27,340.54,Jewelry,24.52,8f89f520,1992/11
655,Valenzuela LLC E-commerce,navy,150.48,31.89,Jewelry,44.75,d9147c8f,1981/11
656,Anderson-Cordova Models,yellow,745.07,672.60,Bead,53.55,2eb8b9f4,1959/06
657,Bryant PLC Niches,navy,358.57,208.08,Toy,45.68,7a324e92,1959/02
658,Allen-Webster Models,white,455.72,296.91,Fruit,44.47,bf5bfbb9,1992/12
659,Jones Group Supply-chains,teal,494.24,306.67,Toy,1.83,5b290bf8,1979/06
660,Coleman-Davis Models,fuchsia,607.94,241.83,Jewelry,35.00,5.166E+227,1977/11
661,Palmer-Garrett Bandwidth,teal,"1,040.19",574.21,Fruit,13.83,955d9172,1961/03
662,"Hamilton, Ware and Cox Action-items",white,789.33,425.53,Umbrella,58.07,f245afd6,1993/02
663,"Phillips, Lawrence and Wong Niches",yellow,594.59,231.51,Toy,63.36,7c138fc3,1979/09
664,"Chang, Duran and Evans Portals",teal,441.72,241.17,Fruit,44.80,34aa8383,1977/10
665,Parker Ltd Initiatives,fuchsia,630.77,328.92,Toy,60.14,69e47461,1975/04
666,Alvarez Ltd Synergies,maroon,506.55,328.99,Basket,35.32,c73d4a64,1952/12
667,Hudson Ltd Vortals,blue,337.01,143.30,Fruit,51.50,3a587029,1974/12
668,Malone and Sons Systems,teal,"1,005.37",238.15,Toy,15.95,deba047b,1986/07
669,Garrett-Morales Paradigms,blue,253.55,70.24,Fruit,37.08,34d5a4aa,1948/01
670,"Villanueva, Steele and Diaz Infrastructures",gray,"1,114.84",556.06,Coffee Mug,3.87,f3ff3ad5,1943/06
671,"Carr, Henderson and Wallace Bandwidth",gray,826.90,144.73,Toy,56.92,4627564,1968/12
672,Mann and Sons Functionalities,purple,706.05,326.77,Toy,36.11,ce859a28,1957/05
673,Foster-Graves Web-readiness,lime,261.14,76.66,Jewelry,47.22,7522ec2c,2005/10
674,"Lucero, Logan and Obrien Platforms",white,519.66,151.62,Toy,6.05,a8d9520d,1986/08
675,Garcia Ltd Web-readiness,maroon,304.51,187.68,Basket,56.41,3bc67acb,1991/06
676,Farley LLC Bandwidth,purple,481.47,145.38,Toy,33.28,ae7f10be,1969/01
677,"Wallace, Young and Salazar Convergence",black,683.84,272.93,Toy,34.16,3dfe328c,2006/10
678,Sanchez-Snow Action-items,gray,848.93,304.10,Jewelry,59.54,6247b328,1977/06
679,Mcdonald-Hernandez Platforms,navy,"1,021.94",853.33,Fruit,45.49,fb00d455,1952/06
680,"Ramirez, Brown and Herrera Metrics",fuchsia,623.67,157.95,Paint,22.24,e82ab0ac,1985/07
681,Copeland-Briggs Content,yellow,688.45,353.90,Toy,40.63,a35b0e40,1994/03
682,"Gutierrez, Serrano and Sanchez Convergence",teal,572.38,192.67,Paint,54.24,226ef723,1972/12
683,Sanchez-Sanchez Bandwidth,silver,490.78,289.12,Coffee Mug,31.50,5dd41d12,1994/11
684,Barton Ltd Methodologies,purple,252.99,156.66,Toy,3.28,12f109ba,1988/12
685,Ramos-Harris E-business,olive,882.43,265.72,Toy,27.03,b2acef99,1978/11
686,"Miller, Larson and Sutton Platforms",green,462.57,106.71,Jewelry,29.91,7023cc02,1969/07
687,"Olson, Bates and Rivera Partnerships",olive,269.86,136.05,Toy,11.96,1e9820c6,1969/06
688,Hall-Navarro Users,blue,300.99,126.16,Jewelry,35.62,8a3a8b0e,1938/08
689,"Avery, Wilson and Nelson Interfaces",purple,"1,049.66",217.80,Toy,3.35,bac5de66,1952/05
690,Cox-Fitzpatrick Architectures,olive,106.33,17.21,Toy,2.87,9cfdd2ce,1951/06
691,"Snyder, Rodriguez and Shaw Web-readiness",purple,62.84,2.54,Toy,59.11,941bbb9d,1997/09
692,Heath-Rivera Users,blue,621.24,455.47,Toy,58.12,6cfb1c45,2004/08
693,"Green, Daniels and Bowers Channels",navy,458.19,223.89,Basket,47.72,50af0aef,1981/11
694,Klein and Sons Infrastructures,black,734.26,111.36,Umbrella,6.65,e39ff001,1989/07
695,"Cooley, Morton and Stanley Eyeballs",navy,510.03,310.04,Jewelry,30.66,4dbcdbe2,1960/06
696,Soto-Randolph Supply-chains,white,959.18,516.10,Jewelry,10.32,6252660,1977/05
697,"Rios, Ramirez and Stephens Systems",fuchsia,894.75,664.85,Jewelry,15.77,84d43c2a,1964/03
698,Sexton PLC Functionalities,green,766.75,732.23,Toy,2.21,3cf66707,1968/04
699,Gill Inc Mindshare,navy,"1,009.62",537.25,Jewelry,45.65,8fb9f926,1987/08
700,Trevino-Garcia E-commerce,maroon,346.69,115.62,Toy,57.34,aac3ce1d,2003/10
701,Nixon-Jones E-tailers,black,386.19,79.18,Fruit,7.88,713a9f92,1996/07
702,Pittman Group Models,maroon,844.81,439.79,Bead,41.25,cdf60fd9,1941/02
703,"Miller, West and Nielsen E-commerce",gray,691.10,373.74,Toy,40.74,92ac1a07,1978/02
704,Roberts-Robles Technologies,maroon,299.77,47.97,Jewelry,1.68,894c4d59,1994/07
705,Kim Group Mindshare,yellow,456.74,241.35,Basket,2.08,bab7b600,1944/12
706,Parker LLC Web-readiness,navy,470.33,199.29,Fruit,7.07,1c9da532,1987/03
707,Reese-Williams Niches,olive,970.98,352.48,Basket,51.56,f68e5217,1939/06
708,"West, Rose and Hall Systems",navy,743.78,347.49,Toy,8.14,2151525e,1982/10
709,Perez-Garrett Content,green,573.85,402.73,Basket,63.62,acefb7b3,1976/11
710,"Colon, Shea and Chapman Info-mediaries",blue,153.77,35.99,Jewelry,20.75,9edfb14e,1964/07
711,Cross-Perry Models,yellow,320.24,137.30,Fruit,1.12,2a79f3b9,1976/08
712,"Saunders, Johnson and Bailey Applications",silver,726.58,662.58,Jewelry,42.03,e3d8b4da,1966/03
713,Williams Ltd Eyeballs,lime,925.49,663.99,Coffee Mug,22.50,80d2f66d,2005/10
714,"Davis, Schneider and Johnson Niches",aqua,50.80,21.19,Toy,11.03,2e11c0ca,1950/10
715,Banks-Ferguson Eyeballs,navy,799.03,481.98,Jewelry,19.66,3972da60,2003/05
716,"Johnson, Lewis and Turner Functionalities",lime,340.40,109.65,Bead,54.51,5cd4a25e,1969/12
717,"Anderson, Small and Jones Markets",gray,966.90,327.81,Toy,40.40,9ee61962,1969/02
718,Ward Ltd Channels,silver,505.83,247.81,Umbrella,26.97,c0ab0ded,2003/05
719,Smith and Sons Initiatives,silver,929.03,561.80,Umbrella,33.87,3b29a7c0,1974/02
720,"Chung, Hawkins and Ball E-commerce",purple,426.06,26.67,Fruit,7.35,f7e8ad13,1939/10
721,Gardner-Blake Networks,aqua,420.12,266.53,Umbrella,43.81,dc4ffeaa,1957/02
722,Holland PLC E-business,purple,465.12,200.96,Toy,59.71,bb46f0a0,1979/02
723,"Cummings, Washington and Stokes Synergies",blue,631.01,125.37,Jewelry,15.91,9b7ee0e8,1997/04
724,Cabrera-Brown Paradigms,white,903.91,244.97,Fruit,26.27,f7427939,1955/04
725,Huber-Garrison E-business,purple,330.64,185.37,Toy,34.17,2364a1fc,1955/12
726,Sharp-Sparks E-markets,green,754.61,572.51,Toy,33.48,1608b745,2004/03
727,Riley-Smith Convergence,white,353.62,260.62,Jewelry,27.18,aab768d9,2001/06
728,"Phillips, Sparks and Nelson Experiences",black,"1,038.65",380.51,Umbrella,14.96,9bbe28c4,1952/04
729,Braun PLC Technologies,navy,296.31,195.82,Coffee Mug,45.30,79b6c18b,2006/09
730,"Washington, Scott and Allen Synergies",teal,659.75,440.92,Basket,49.47,602e0f7c,1944/08
731,"Patel, Graham and Haynes Content",silver,459.62,339.29,Toy,31.09,bad1a910,1940/06
732,Taylor-Mullins Eyeballs,gray,709.82,249.69,Jewelry,35.38,eb7cd363,1942/09
733,Ryan LLC Markets,teal,274.53,193.07,Paint,43.33,d6ebd085,1959/06
734,Thomas-Kaufman Info-mediaries,blue,293.07,119.62,Toy,29.67,ddb167dd,1942/03
735,Lucero PLC Roi,olive,602.02,300.27,Toy,38.10,7df74a9b,1979/08
736,Mckenzie-Love Web-readiness,olive,111.55,86.75,Basket,16.39,2bbd4c2a,1990/02
737,Klein-Jones Communities,gray,521.55,384.85,Basket,39.66,7d44428a,2006/03
738,Maynard LLC Partnerships,lime,280.16,231.51,Bead,43.16,45e6cc7b,1943/10
739,Jones-Edwards Channels,lime,794.44,173.47,Jewelry,17.37,f899bf85,1968/04
740,"Andrews, Bennett and Lee Functionalities",teal,221.40,149.00,Toy,40.26,d6863b3e,1981/01
741,Grant-Zimmerman Networks,purple,50.80,33.51,Fruit,62.41,71d72d47,1963/10
742,"Jefferson, White and Banks Web-readiness",lime,30.25,6.53,Bead,43.18,503983ae,2004/10
743,Perry Ltd Schemas,navy,985.64,740.70,Toy,17.46,018272c3,1953/11
744,Reese-Williams Niches,navy,169.69,112.32,Toy,16.81,65b3ccb7,1945/01
745,Hill and Sons Paradigms,silver,354.99,150.97,Jewelry,26.42,d10d7b56,1989/10
746,Brady-Hernandez Functionalities,lime,"1,044.05",381.21,Fruit,30.07,22169604,1988/04
747,Campbell Group Deliverables,navy,"1,042.05",402.80,Coffee Mug,56.61,6e098b0e,1967/06
748,"Cummings, Thomas and Sutton Deliverables",gray,181.07,93.46,Umbrella,14.66,40299e8c,1947/05
749,Reynolds Group Niches,green,658.57,275.50,Paint,4.38,fbb48e0b,1968/07
750,Martin-Hamilton Partnerships,blue,725.90,364.99,Jewelry,4.78,1de70c5c,1938/08
751,"Watson, Gardner and Clark Supply-chains",yellow,307.19,88.09,Jewelry,39.08,736fa5c9,1959/04
752,Soto-Randolph Supply-chains,teal,194.12,26.70,Jewelry,49.86,75af3c36,1953/09
753,Harris LLC Users,fuchsia,637.69,387.47,Fruit,28.79,5146569e,1959/03
754,Welch and Sons Synergies,navy,491.26,203.73,Jewelry,21.03,369b9d74,1946/11
755,Mcpherson LLC Niches,black,310.48,216.27,Toy,8.78,aae84b2b,1973/01
756,"Howard, Lane and Weaver Deliverables",olive,199.48,106.92,Jewelry,50.24,9f871264,1942/07
757,"Williamson, Taylor and Grant E-business",blue,360.01,196.04,Jewelry,21.57,119251a0,1964/09
758,Dorsey-Cunningham Channels,fuchsia,586.98,256.18,Fruit,59.68,2ab29558,1964/03
759,Watkins and Sons Relationships,fuchsia,178.79,120.24,Jewelry,40.23,589d1cec,2002/04
760,Hawkins-Schwartz Deliverables,black,135.79,18.73,Bead,35.68,9f3de6fc,1975/03
761,"Robinson, Palmer and Coleman Services",navy,"1,032.47",827.06,Fruit,16.19,19dd6776,1998/07
762,Richardson Group Partnerships,silver,156.53,55.30,Jewelry,56.89,a5944666,1953/04
763,"Wagner, Dawson and Ellis E-commerce",silver,719.76,256.23,Toy,4.10,0580f870,1946/11
764,Mcintosh PLC Relationships,yellow,225.40,163.92,Jewelry,41.91,a2b4351a,1951/01
765,Jones-Moore Synergies,blue,481.85,387.91,Bead,3.52,33145845,1989/11
766,"Hancock, Parker and Ryan Bandwidth",white,164.65,84.34,Umbrella,5.58,ab99cd02,1978/05
767,Andrews Group Markets,navy,209.51,88.52,Bead,40.34,13f2d8a5,1990/11
768,Davis-Cruz Mindshare,purple,423.07,218.94,Fruit,63.71,79c642a1,1987/12
769,"Lucero, Logan and Obrien Platforms",aqua,632.92,376.86,Basket,28.62,9051d638,2006/07
770,"Bowman, Morrison and Chen Roi",blue,745.75,236.86,Toy,2.51,2de295aa,1954/02
771,Goodwin-Garcia Vortals,black,67.70,23.71,Jewelry,2.47,7e94599b,1952/06
772,Sharp-Sparks E-markets,purple,983.01,219.71,Bead,16.86,9570716,1978/09
773,"Cox, Stanley and Smith Paradigms",gray,"1,112.37",598.16,Umbrella,43.40,7b8168d3,1956/09
774,"Taylor, Thornton and Bishop E-tailers",purple,384.59,165.06,Umbrella,22.34,d6a37521,1960/05
775,Edwards-Scott Architectures,aqua,174.94,107.26,Coffee Mug,58.57,e16ea02b,1992/08
776,"Chang, Duran and Evans Portals",silver,567.79,389.71,Umbrella,20.03,e6806db4,1989/08
777,Ryan Group Platforms,purple,222.73,18.45,Fruit,23.25,0fe8d233,1982/06
778,Simpson-Perry Interfaces,white,543.18,87.84,Jewelry,39.96,3d752694,1951/01
779,Simmons PLC Experiences,white,854.32,321.67,Basket,35.54,2f642e65,1999/12
780,Allen Ltd Info-mediaries,purple,270.10,123.71,Basket,23.36,4a433458,1947/12
781,Banks-Ferguson Eyeballs,olive,97.22,23.31,Toy,14.24,b7b1f117,1965/10
782,Wang-Ramirez E-business,silver,389.23,74.61,Bead,16.15,82dcbd02,1989/04
783,Russell-Miller E-tailers,white,550.66,283.41,Jewelry,61.27,a2f57719,2001/04
784,Lam Group Niches,teal,269.69,80.98,Fruit,51.29,19a25499,1947/09
785,Mckinney PLC Portals,olive,611.28,207.59,Umbrella,16.04,a4c4f7fe,1964/12
786,"Goodwin, Vincent and Cox Synergies",yellow,201.23,62.80,Jewelry,34.70,cabcc1f2,2006/01
787,Dean LLC Supply-chains,aqua,145.15,118.55,Umbrella,20.22,33866f28,1979/10
788,Coleman-Boyle E-markets,gray,307.44,231.35,Toy,49.35,e9217408,1985/02
789,"Benson, Mata and Bentley Infrastructures",yellow,61.16,24.29,Toy,33.98,d48e563f,1965/07
790,Gross PLC Users,gray,"1,225.03",460.46,Toy,3.52,fd8dd55a,1952/03
791,"Ortiz, King and Rodriguez Services",silver,498.94,320.01,Toy,24.80,2b31cc4d,1941/03
792,Pugh-Collier Vortals,maroon,101.32,22.91,Toy,52.44,73a9edd2,1965/03
793,Mullins Inc Communities,fuchsia,498.51,307.43,Toy,60.64,9326aa43,1991/08
794,Pearson-Reyes Web-readiness,gray,705.97,554.98,Toy,39.27,4728351c,1960/05
795,Cross Ltd Info-mediaries,aqua,197.66,130.40,Fruit,23.10,1456e7d6,1945/09
796,Caldwell and Sons Services,olive,231.88,121.22,Jewelry,54.32,731cab4b,1994/08
797,"Harris, Hines and Novak Applications",olive,736.16,370.61,Toy,15.64,f331e472,1973/08
798,Banks-Ferguson Eyeballs,green,403.72,59.25,Jewelry,18.12,831d5977,1951/12
799,Meyers-Jacobson Methodologies,silver,536.33,328.38,Basket,38.56,0cc8f003,1951/08
800,"Lamb, Perry and Barton Users",aqua,745.40,19.60,Jewelry,24.53,ca8b8417,1993/08
801,"Larsen, Smith and Hubbard Technologies",aqua,"1,043.81",404.74,Toy,2.25,d4f6359c,1972/01
802,Fox-Patel Roi,gray,71.97,33.61,Bead,14.49,88eae7cb,1975/07
803,Rogers-Simmons Solutions,gray,154.85,98.97,Fruit,40.43,217a322b,1995/05
804,Chavez-Wilson Convergence,silver,103.82,61.58,Fruit,57.51,2355abab,1939/03
805,"Gardner, Cook and Drake Markets",yellow,419.25,253.47,Basket,46.45,40608ab4,1949/07
806,"Diaz, Brown and Stevenson Channels",gray,437.58,254.27,Toy,56.65,132d80b8,1942/02
807,Martin Inc Networks,yellow,367.89,38.06,Toy,61.23,dca4b147,1970/10
808,"Phillips, Sparks and Nelson Experiences",lime,849.54,377.65,Jewelry,27.28,ce18021b,2004/08
809,"Dixon, Burton and Williams Solutions",aqua,301.65,179.33,Toy,14.68,f0514c48,2008/06
810,Saunders Ltd Eyeballs,purple,630.89,364.48,Umbrella,27.32,ebbfe205,1957/05
811,Branch Group Partnerships,white,970.19,655.10,Coffee Mug,29.29,31aa1dfe,2006/06
812,Stevens-Arnold Vortals,gray,772.16,455.93,Jewelry,63.30,d5ba2deb,1956/03
813,"Hanson, Banks and Hunt Paradigms",lime,401.61,57.31,Jewelry,54.35,bb477e17,1978/12
814,Steele PLC Interfaces,yellow,246.50,140.24,Jewelry,52.82,27f4219c,1966/10
815,Ray-Ramirez Eyeballs,gray,837.10,571.83,Coffee Mug,32.48,50feffa6,1988/01
816,"Webb, Reese and Bell E-tailers",black,391.74,143.29,Fruit,43.70,c865524b,1962/01
817,Morrison-Steele Schemas,gray,124.28,42.72,Umbrella,53.07,08d31051,1969/12
818,Carter LLC Methodologies,purple,717.64,414.43,Jewelry,23.31,019f0d87,1976/02
819,Sparks PLC Portals,blue,"1,060.19",226.33,Toy,47.82,0cfbb528,1997/07
820,Pacheco-Peterson Platforms,fuchsia,264.75,221.62,Jewelry,54.22,2523900000000,1945/05
821,"Jones, Lee and Whitney Markets",yellow,174.59,85.02,Jewelry,30.15,66a11b19,1976/09
822,"Case, Leonard and Brady Vortals",lime,250.38,208.06,Jewelry,11.32,628cc446,1939/11
823,"Burns, Morton and Jackson Functionalities",gray,692.03,393.70,Fruit,17.05,113bd9ca,1991/01
824,Durham-Garcia Systems,black,345.71,147.38,Toy,22.20,88d17963,1951/06
825,"Martinez, Gonzalez and Forbes E-markets",aqua,283.38,134.89,Fruit,9.78,5a341ecf,1947/09
826,Lozano-Martinez Models,aqua,521.42,401.68,Jewelry,48.04,91d31029,1962/10
827,Powell-Nichols Bandwidth,teal,353.57,104.40,Toy,42.07,91421a29,1989/11
828,Heath Group Supply-chains,purple,120.21,52.16,Toy,54.68,f26f4587,1939/05
829,Morgan-Deleon Networks,aqua,"1,009.56",620.59,Jewelry,45.94,770c99dd,1991/03
830,"Johnson, Harris and Jones Metrics",yellow,478.27,220.43,Toy,15.18,8b4ebe10,1978/01
831,"Alvarado, Yoder and Torres Mindshare",teal,190.44,90.62,Coffee Mug,7.35,d3090b7c,2004/05
832,"Alvarado, Taylor and Casey Deliverables",navy,440.65,333.40,Jewelry,60.40,741ff437,1951/07
833,Hebert Ltd Functionalities,black,436.62,168.62,Coffee Mug,27.09,88000fcf,1995/09
834,Lang-Williams Services,teal,78.48,17.93,Toy,28.71,01ec04b7,1992/07
835,Powell-Nichols Bandwidth,yellow,873.10,366.74,Umbrella,18.08,7c66791d,1942/08
836,"Baker, Santos and Obrien Markets",olive,562.16,407.59,Toy,31.14,3b8379d5,1941/05
837,Acosta PLC Users,maroon,312.80,161.64,Fruit,9.29,ad7a735b,1988/04
838,"Rodriguez, Cardenas and Shaw Networks",green,560.87,439.28,Jewelry,58.49,b91bab70,1966/10
839,"Price, Turner and Miller Deliverables",black,490.28,292.38,Fruit,2.09,292b4709,1940/06
840,Davis-Ray Deliverables,green,630.40,465.06,Fruit,39.75,79670837,1981/03
841,"Perez, Vega and Martinez Relationships",green,709.14,360.19,Basket,20.78,b80fc929,1968/05
842,Howard Group Metrics,olive,677.75,625.90,Jewelry,16.79,f16574f7,1945/12
843,Wheeler-Wells Web-readiness,fuchsia,617.46,343.97,Toy,9.87,dced1e7b,2001/08
844,Anderson PLC E-tailers,aqua,77.57,18.58,Toy,3.49,fe48a274,1942/10
845,"Mills, Wise and Lang Metrics",yellow,554.29,421.43,Jewelry,22.26,bf994276,1959/01
846,Mitchell-Washington Methodologies,maroon,636.57,493.77,Toy,50.96,19e63f34,1942/11
847,Moyer Ltd Content,silver,805.85,90.49,Jewelry,61.11,95d6c58b,1998/09
848,Weiss-Harris Portals,black,591.07,245.15,Toy,1.84,95563036,1953/04
849,Mora and Sons Action-items,gray,328.66,204.41,Fruit,20.55,f121770f,1949/10
850,Reid-Pena Metrics,fuchsia,885.25,472.05,Jewelry,26.65,e4de3f29,1939/08
851,Holland PLC E-business,yellow,674.42,190.74,Toy,25.77,bbf688ce,1995/10
852,"Koch, Green and Miller Paradigms",purple,417.69,169.73,Fruit,30.74,9a4b88ce,1953/07
853,"Ruiz, Armstrong and Alexander Supply-chains",yellow,424.07,231.90,Jewelry,60.00,f914ac0f,1955/12
854,Baker LLC Applications,green,475.80,139.11,Toy,20.14,0bc48bb1,2000/06
855,Chavez-Gentry Bandwidth,lime,487.83,363.08,Toy,29.73,cac1b9be,1948/07
856,Anderson Inc Supply-chains,white,192.84,112.59,Fruit,41.70,002de05b,1945/01
